,id,scope_item_id,staff,type,total,total_by_staff
33922,4233,3,2200.0,Déclaration,0.0,0.0
33923,4233,4,2200.0,Déclaration,50.12,0.02278181818181818
33924,4233,5,2200.0,Déclaration,0.0,0.0
33925,4233,6,2200.0,Déclaration,403.27,0.18330454545454544
33927,4233,8,2200.0,Déclaration,4158.87,1.8903954545454544
34040,4239,1,2684.0,Déclaration,2436.0,0.9076005961251863
34041,4239,2,2684.0,Déclaration,73.0,0.027198211624441134
34042,4239,3,2684.0,Déclaration,0.0,0.0
34043,4239,4,2684.0,Déclaration,660.0,0.2459016393442623
34044,4239,5,2684.0,Déclaration,0.0,0.0
34045,4239,6,2684.0,Déclaration,6828.0,2.5439642324888228
34047,4239,8,2684.0,Déclaration,985.0,0.3669895678092399
34048,4239,12,2684.0,Déclaration,3.0,0.0011177347242921013
34103,4241,1,1395.0,Déclaration,836.0,0.5992831541218638
34104,4241,2,1395.0,Déclaration,151.0,0.1082437275985663
34105,4241,3,1395.0,Déclaration,0.0,0.0
34106,4241,4,1395.0,Déclaration,0.0,0.0
34107,4241,5,1395.0,Déclaration,0.0,0.0
34108,4241,6,1395.0,Déclaration,2.0,0.0014336917562724014
34110,4241,8,1395.0,Déclaration,175.0,0.12544802867383512
34319,4260,1,850.0,Déclaration,6810.13,8.011917647058823
34320,4260,2,850.0,Déclaration,65.10049,0.07658881176470587
34321,4260,3,850.0,Déclaration,0.0,0.0
34322,4260,4,850.0,Déclaration,152.87,0.17984705882352942
34323,4260,5,850.0,Déclaration,0.0,0.0
34324,4260,6,850.0,Déclaration,3606.68,4.24315294117647
34325,4260,7,850.0,Déclaration,0.0,0.0
34326,4260,8,850.0,Déclaration,1786.571,2.1018482352941175
34327,4260,9,850.0,Déclaration,0.0,0.0
34328,4260,10,850.0,Déclaration,14.58,0.01715294117647059
34329,4260,11,850.0,Déclaration,0.0,0.0
34330,4260,12,850.0,Déclaration,0.0,0.0
34331,4260,13,850.0,Déclaration,0.0,0.0
34332,4260,14,850.0,Déclaration,0.0,0.0
34333,4260,15,850.0,Déclaration,0.0,0.0
34334,4260,16,850.0,Déclaration,0.0,0.0
34335,4260,17,850.0,Déclaration,0.0,0.0
34336,4260,18,850.0,Déclaration,0.0,0.0
34337,4260,19,850.0,Déclaration,0.0,0.0
34338,4260,20,850.0,Déclaration,0.0,0.0
34339,4260,21,850.0,Déclaration,0.0,0.0
34340,4260,22,850.0,Déclaration,0.0,0.0
34341,4260,23,850.0,Déclaration,0.0,0.0
34389,4265,1,616.0,Déclaration,3295.0,5.349025974025974
34390,4265,2,616.0,Déclaration,44.0,0.07142857142857142
34391,4265,3,616.0,Déclaration,0.0,0.0
34392,4265,4,616.0,Déclaration,0.0,0.0
34393,4265,5,616.0,Déclaration,0.0,0.0
34394,4265,6,616.0,Déclaration,308.0,0.5
34588,4277,1,4500.0,Déclaration,3592.0,0.7982222222222223
34589,4277,2,4500.0,Déclaration,2938.0,0.6528888888888889
34590,4277,3,4500.0,Déclaration,0.0,0.0
34591,4277,4,4500.0,Déclaration,0.0,0.0
34592,4277,5,4500.0,Déclaration,0.0,0.0
34593,4277,6,4500.0,Déclaration,1820.0,0.40444444444444444
34594,4277,7,4500.0,Déclaration,122.0,0.02711111111111111
34749,4288,1,1192.0,Déclaration,2296.0,1.9261744966442953
34750,4288,2,1192.0,Déclaration,1451.0,1.217281879194631
34751,4288,3,1192.0,Déclaration,0.0,0.0
34752,4288,4,1192.0,Déclaration,0.0,0.0
34753,4288,5,1192.0,Déclaration,0.0,0.0
34754,4288,6,1192.0,Déclaration,751.0,0.6300335570469798
34755,4288,7,1192.0,Déclaration,0.0,0.0
34756,4288,11,1192.0,Déclaration,1.0,0.0008389261744966443
34795,4290,1,1036.0,Déclaration,9624.0,9.28957528957529
34796,4290,2,1036.0,Déclaration,1861.0,1.7963320463320462
34797,4290,3,1036.0,Déclaration,0.0,0.0
34798,4290,4,1036.0,Déclaration,0.0,0.0
34799,4290,5,1036.0,Déclaration,0.0,0.0
34800,4290,6,1036.0,Déclaration,704.0,0.6795366795366795
34801,4290,7,1036.0,Déclaration,0.0,0.0
34802,4290,11,1036.0,Déclaration,2.0,0.0019305019305019305
34825,4292,1,1170.0,Déclaration,98861.2,84.49675213675214
34826,4292,2,1170.0,Déclaration,443.2,0.3788034188034188
34827,4292,3,1170.0,Déclaration,15945.6,13.628717948717949
34828,4292,4,1170.0,Déclaration,244.7,0.20914529914529914
34829,4292,5,1170.0,Déclaration,0.0,0.0
34830,4292,6,1170.0,Déclaration,5398.0,4.613675213675213
34831,4292,7,1170.0,Déclaration,0.0,0.0
34832,4292,13,1170.0,Déclaration,21.4,0.01829059829059829
34841,4295,1,1005.0,Déclaration,16.0,0.015920398009950248
34842,4295,2,1005.0,Déclaration,756.0,0.7522388059701492
34843,4295,3,1005.0,Déclaration,0.0,0.0
34844,4295,4,1005.0,Déclaration,0.0,0.0
34845,4295,5,1005.0,Déclaration,0.0,0.0
34846,4295,6,1005.0,Déclaration,141.0,0.14029850746268657
34847,4295,7,1005.0,Déclaration,0.0,0.0
34848,4295,9,1005.0,Déclaration,577.0,0.5741293532338309
34849,4295,11,1005.0,Déclaration,27.0,0.026865671641791045
34850,4295,12,1005.0,Déclaration,0.0,0.0
34851,4295,13,1005.0,Déclaration,27.0,0.026865671641791045
34852,4295,14,1005.0,Déclaration,17.0,0.01691542288557214
35147,4311,1,554.0,Déclaration,1470.0,2.6534296028880866
35148,4311,2,554.0,Déclaration,0.0,0.0
35149,4311,3,554.0,Déclaration,0.0,0.0
35150,4311,4,554.0,Déclaration,5.0,0.009025270758122744
35151,4311,5,554.0,Déclaration,0.0,0.0
35152,4311,6,554.0,Déclaration,289.0,0.5216606498194946
35161,4312,1,729.0,Déclaration,3296.0,4.521262002743485
35162,4312,2,729.0,Déclaration,0.0,0.0
35163,4312,3,729.0,Déclaration,0.0,0.0
35164,4312,4,729.0,Déclaration,111.0,0.1522633744855967
35165,4312,5,729.0,Déclaration,0.0,0.0
35166,4312,6,729.0,Déclaration,477.0,0.654320987654321
35193,4314,1,876.0,Déclaration,1280.0,1.461187214611872
35194,4314,2,876.0,Déclaration,0.0,0.0
35195,4314,3,876.0,Déclaration,0.0,0.0
35196,4314,4,876.0,Déclaration,2.0,0.00228310502283105
35197,4314,5,876.0,Déclaration,0.0,0.0
35198,4314,6,876.0,Déclaration,731.0,0.8344748858447488
35221,4316,1,1849.0,Déclaration,20485.0,11.078961600865332
35222,4316,2,1849.0,Déclaration,0.0,0.0
35223,4316,3,1849.0,Déclaration,0.0,0.0
35224,4316,4,1849.0,Déclaration,0.0,0.0
35225,4316,5,1849.0,Déclaration,0.0,0.0
35226,4316,6,1849.0,Déclaration,2134.0,1.1541373715521903
35235,4319,1,1370.0,Déclaration,2045.0,1.4927007299270072
35236,4319,2,1370.0,Déclaration,1638.0,1.1956204379562043
35237,4319,3,1370.0,Déclaration,0.0,0.0
35238,4319,4,1370.0,Déclaration,133.0,0.09708029197080292
35239,4319,5,1370.0,Déclaration,0.0,0.0
35240,4319,6,1370.0,Déclaration,206.0,0.15036496350364964
35241,4319,7,1370.0,Déclaration,0.0,0.0
35242,4319,8,1370.0,Déclaration,742.0,0.5416058394160584
35243,4319,9,1370.0,Déclaration,0.0,0.0
35244,4319,10,1370.0,Déclaration,52.0,0.03795620437956204
35245,4319,11,1370.0,Déclaration,76.0,0.05547445255474453
35246,4319,12,1370.0,Déclaration,0.0,0.0
35247,4319,13,1370.0,Déclaration,4652.0,3.3956204379562043
35248,4319,14,1370.0,Déclaration,0.0,0.0
35249,4319,15,1370.0,Déclaration,0.0,0.0
35250,4319,16,1370.0,Déclaration,0.0,0.0
35251,4319,17,1370.0,Déclaration,0.0,0.0
35252,4319,18,1370.0,Déclaration,0.0,0.0
35253,4319,19,1370.0,Déclaration,0.0,0.0
35254,4319,20,1370.0,Déclaration,0.0,0.0
35255,4319,21,1370.0,Déclaration,0.0,0.0
35256,4319,22,1370.0,Déclaration,1184.0,0.8642335766423358
35257,4319,23,1370.0,Déclaration,0.0,0.0
35392,4332,1,4138.0,Déclaration,8495.0,2.0529241179313678
35393,4332,2,4138.0,Déclaration,173.0,0.04180763653939101
35394,4332,3,4138.0,Déclaration,43317.0,10.468100531657806
35395,4332,4,4138.0,Déclaration,0.0,0.0
35396,4332,5,4138.0,Déclaration,0.0,0.0
35397,4332,6,4138.0,Déclaration,13563.0,3.277670372160464
35398,4332,7,4138.0,Déclaration,0.0,0.0
35479,4338,1,751.0,Déclaration,1522.0,2.026631158455393
35480,4338,2,751.0,Déclaration,1315.0,1.7509986684420773
35481,4338,3,751.0,Déclaration,0.0,0.0
35482,4338,4,751.0,Déclaration,89.0,0.118508655126498
35483,4338,5,751.0,Déclaration,0.0,0.0
35484,4338,6,751.0,Déclaration,300.78,0.4005059920106524
35585,4347,1,7164.0,Déclaration,8791.0,1.227107761027359
35586,4347,2,7164.0,Déclaration,2111.0,0.2946677833612507
35587,4347,3,7164.0,Déclaration,0.0,0.0
35588,4347,4,7164.0,Déclaration,75.0,0.010469011725293133
35589,4347,5,7164.0,Déclaration,0.0,0.0
35590,4347,6,7164.0,Déclaration,1665.0,0.23241206030150754
35699,4358,1,520.0,Déclaration,0.0,0.0
35700,4358,2,520.0,Déclaration,3.0,0.0057692307692307696
35701,4358,3,520.0,Déclaration,0.0,0.0
35702,4358,4,520.0,Déclaration,0.0,0.0
35703,4358,5,520.0,Déclaration,0.0,0.0
35704,4358,6,520.0,Déclaration,174.0,0.3346153846153846
36102,4384,1,654.0,Déclaration,84.0,0.12844036697247707
36103,4384,2,654.0,Déclaration,28.0,0.04281345565749235
36104,4384,3,654.0,Déclaration,0.0,0.0
36105,4384,4,654.0,Déclaration,0.0,0.0
36106,4384,5,654.0,Déclaration,0.0,0.0
36107,4384,6,654.0,Déclaration,210.0,0.3211009174311927
36203,4390,1,6900.0,Déclaration,5533.0,0.8018840579710145
36204,4390,2,6900.0,Déclaration,4526.0,0.6559420289855072
36205,4390,3,6900.0,Déclaration,0.0,0.0
36206,4390,4,6900.0,Déclaration,0.0,0.0
36207,4390,5,6900.0,Déclaration,0.0,0.0
36208,4390,6,6900.0,Déclaration,2803.0,0.406231884057971
36209,4390,7,6900.0,Déclaration,188.0,0.027246376811594204
36217,4391,1,501.0,Déclaration,183.0,0.3652694610778443
36218,4391,2,501.0,Déclaration,0.0,0.0
36219,4391,3,501.0,Déclaration,817.0,1.6307385229540918
36220,4391,4,501.0,Déclaration,2942.0,5.872255489021956
36221,4391,5,501.0,Déclaration,0.0,0.0
36222,4391,6,501.0,Déclaration,9841.0,19.642714570858285
36223,4391,7,501.0,Déclaration,109501.0,218.56487025948104
36224,4392,1,530.0,Déclaration,424.0,0.8
36225,4392,2,530.0,Déclaration,347.0,0.6547169811320754
36226,4392,3,530.0,Déclaration,0.0,0.0
36227,4392,4,530.0,Déclaration,0.0,0.0
36228,4392,5,530.0,Déclaration,0.0,0.0
36229,4392,6,530.0,Déclaration,215.0,0.4056603773584906
36230,4392,7,530.0,Déclaration,14.0,0.026415094339622643
36266,4396,1,2944.0,Déclaration,1972.0,0.6698369565217391
36267,4396,2,2944.0,Déclaration,1589.0,0.5397418478260869
36268,4396,3,2944.0,Déclaration,0.0,0.0
36269,4396,4,2944.0,Déclaration,411.0,0.13960597826086957
36270,4396,5,2944.0,Déclaration,0.0,0.0
36271,4396,6,2944.0,Déclaration,629.0,0.21365489130434784
36272,4396,7,2944.0,Déclaration,168.0,0.057065217391304345
36280,4398,1,750.0,Déclaration,838.0,1.1173333333333333
36281,4398,2,750.0,Déclaration,260.0,0.3466666666666667
36282,4398,3,750.0,Déclaration,0.0,0.0
36283,4398,4,750.0,Déclaration,590.0,0.7866666666666666
36284,4398,5,750.0,Déclaration,0.0,0.0
36285,4398,6,750.0,Déclaration,350.0,0.4666666666666667
36286,4398,7,750.0,Déclaration,19.0,0.025333333333333333
36287,4399,1,9439.0,Déclaration,25490.4,2.7005403114736732
36288,4399,2,9439.0,Déclaration,7762.59,0.8223953808666172
36289,4399,3,9439.0,Déclaration,594.0,0.06293039516897976
36290,4399,4,9439.0,Déclaration,1039.44,0.11012183494014197
36291,4399,5,9439.0,Déclaration,0.0,0.0
36292,4399,6,9439.0,Déclaration,5719.12,0.6059031677084437
36293,4399,7,9439.0,Déclaration,0.0,0.0
36301,4400,1,543.0,Déclaration,1503.0,2.7679558011049723
36302,4400,2,543.0,Déclaration,600.0,1.1049723756906078
36303,4400,3,543.0,Déclaration,0.0,0.0
36304,4400,4,543.0,Déclaration,143.0,0.26335174953959484
36305,4400,5,543.0,Déclaration,0.0,0.0
36306,4400,6,543.0,Déclaration,414.0,0.7624309392265194
36307,4400,7,543.0,Déclaration,0.0,0.0
36308,4400,8,543.0,Déclaration,0.0,0.0
36309,4400,9,543.0,Déclaration,0.0,0.0
36310,4400,10,543.0,Déclaration,0.0,0.0
36311,4400,11,543.0,Déclaration,0.0,0.0
36312,4400,12,543.0,Déclaration,0.0,0.0
36313,4400,13,543.0,Déclaration,0.0,0.0
36314,4400,14,543.0,Déclaration,0.0,0.0
36315,4400,15,543.0,Déclaration,0.0,0.0
36316,4400,16,543.0,Déclaration,0.0,0.0
36317,4400,17,543.0,Déclaration,0.0,0.0
36318,4400,18,543.0,Déclaration,0.0,0.0
36319,4400,19,543.0,Déclaration,0.0,0.0
36320,4400,20,543.0,Déclaration,0.0,0.0
36321,4400,21,543.0,Déclaration,0.0,0.0
36322,4400,22,543.0,Déclaration,0.0,0.0
36323,4400,23,543.0,Déclaration,0.0,0.0
36338,4403,1,600.0,Déclaration,354.0,0.59
36339,4403,2,600.0,Déclaration,76.0,0.12666666666666668
36340,4403,3,600.0,Déclaration,0.0,0.0
36341,4403,4,600.0,Déclaration,0.0,0.0
36342,4403,5,600.0,Déclaration,0.0,0.0
36343,4403,6,600.0,Déclaration,296.0,0.49333333333333335
36345,4404,1,1027.0,Déclaration,28.0,0.027263875365141188
36346,4404,2,1027.0,Déclaration,86.0,0.08373904576436222
36347,4404,3,1027.0,Déclaration,0.0,0.0
36348,4404,4,1027.0,Déclaration,0.0,0.0
36349,4404,5,1027.0,Déclaration,0.0,0.0
36350,4404,6,1027.0,Déclaration,154.0,0.14995131450827653
36352,4405,1,1392.0,Déclaration,0.0,0.0
36353,4405,2,1392.0,Déclaration,267.0,0.19181034482758622
36354,4405,3,1392.0,Déclaration,0.0,0.0
36355,4405,4,1392.0,Déclaration,0.0,0.0
36356,4405,5,1392.0,Déclaration,0.0,0.0
36357,4405,6,1392.0,Déclaration,37.0,0.02658045977011494
36592,4423,1,4978.0,Déclaration,2582.0,0.5186822016874246
36593,4423,2,4978.0,Déclaration,3.0,0.0006026516673362796
36594,4423,3,4978.0,Déclaration,0.0,0.0
36595,4423,4,4978.0,Déclaration,392.0,0.07874648453194054
36596,4423,5,4978.0,Déclaration,0.0,0.0
36597,4423,6,4978.0,Déclaration,6536.0,1.3129770992366412
36778,4435,1,668.0,Déclaration,817.0,1.223053892215569
36779,4435,2,668.0,Déclaration,4.0,0.005988023952095809
36780,4435,3,668.0,Déclaration,0.0,0.0
36781,4435,4,668.0,Déclaration,81.0,0.12125748502994012
36782,4435,5,668.0,Déclaration,0.0,0.0
36783,4435,6,668.0,Déclaration,1832.0,2.7425149700598803
36784,4435,7,668.0,Déclaration,0.0,0.0
36785,4438,1,2200.0,Déclaration,991.46,0.4506636363636364
36786,4438,2,2200.0,Déclaration,184.07,0.08366818181818181
36787,4438,3,2200.0,Déclaration,0.0,0.0
36788,4438,4,2200.0,Déclaration,53.37,0.024259090909090907
36789,4438,5,2200.0,Déclaration,0.0,0.0
36790,4438,6,2200.0,Déclaration,1109.632,0.5043781818181818
36791,4438,7,2200.0,Déclaration,0.0,0.0
36792,4438,8,2200.0,Déclaration,0.0,0.0
36793,4438,9,2200.0,Déclaration,0.0,0.0
36794,4438,10,2200.0,Déclaration,0.0,0.0
36795,4438,11,2200.0,Déclaration,0.0,0.0
36796,4438,12,2200.0,Déclaration,0.0,0.0
36797,4438,13,2200.0,Déclaration,0.0,0.0
36798,4438,14,2200.0,Déclaration,0.0,0.0
36799,4438,15,2200.0,Déclaration,0.0,0.0
36800,4438,16,2200.0,Déclaration,0.0,0.0
36801,4438,17,2200.0,Déclaration,0.0,0.0
36802,4438,18,2200.0,Déclaration,0.0,0.0
36803,4438,19,2200.0,Déclaration,0.0,0.0
36804,4438,20,2200.0,Déclaration,0.0,0.0
36805,4438,21,2200.0,Déclaration,0.0,0.0
36806,4438,22,2200.0,Déclaration,0.0,0.0
36807,4438,23,2200.0,Déclaration,0.0,0.0
36852,4444,1,1039.0,Déclaration,1020.1,0.9818094321462946
36853,4444,2,1039.0,Déclaration,2158.9,2.0778633301251204
36854,4444,3,1039.0,Déclaration,76.3,0.07343599615014437
36855,4444,4,1039.0,Déclaration,0.0,0.0
36856,4444,5,1039.0,Déclaration,0.0,0.0
36857,4444,6,1039.0,Déclaration,266.1,0.256111645813282
36858,4444,7,1039.0,Déclaration,0.0,0.0
36979,4451,1,925.0,Déclaration,957.0,1.0345945945945947
36980,4451,2,925.0,Déclaration,309.0,0.33405405405405403
36981,4451,3,925.0,Déclaration,0.0,0.0
36982,4451,4,925.0,Déclaration,430.0,0.4648648648648649
36983,4451,5,925.0,Déclaration,0.0,0.0
36984,4451,6,925.0,Déclaration,729.0,0.7881081081081082
36985,4451,7,925.0,Déclaration,0.0,0.0
36986,4452,1,1278.0,Déclaration,1810.0,1.4162754303599374
36987,4452,2,1278.0,Déclaration,1080.0,0.8450704225352113
36988,4452,3,1278.0,Déclaration,20.0,0.01564945226917058
36989,4452,4,1278.0,Déclaration,350.0,0.27386541471048514
36990,4452,5,1278.0,Déclaration,0.0,0.0
36991,4452,6,1278.0,Déclaration,1000.0,0.7824726134585289
36992,4452,7,1278.0,Déclaration,0.0,0.0
37020,4455,1,2303.0,Déclaration,4930.0,2.1406860616587062
37021,4455,2,2303.0,Déclaration,62.0,0.026921406860616587
37022,4455,3,2303.0,Déclaration,0.0,0.0
37023,4455,4,2303.0,Déclaration,188.0,0.08163265306122448
37024,4455,5,2303.0,Déclaration,0.0,0.0
37025,4455,6,2303.0,Déclaration,370.0,0.16066000868432478
37027,4455,8,2303.0,Déclaration,771.0,0.3347807207989579
37028,4455,12,2303.0,Déclaration,52.0,0.022579244463742945
37166,4462,1,18870.0,Déclaration,123885.0,6.5651828298887125
37167,4462,2,18870.0,Déclaration,3945.0,0.20906200317965024
37168,4462,3,18870.0,Déclaration,0.0,0.0
37169,4462,4,18870.0,Déclaration,0.0,0.0
37170,4462,5,18870.0,Déclaration,0.0,0.0
37171,4462,6,18870.0,Déclaration,0.0,0.0
37172,4462,7,18870.0,Déclaration,2198.0,0.11648118706942236
37377,4476,1,1000.0,Déclaration,131982.0,131.982
37378,4476,2,1000.0,Déclaration,3495.3,3.4953000000000003
37379,4476,3,1000.0,Déclaration,18669.0,18.669
37380,4476,4,1000.0,Déclaration,14.0,0.014
37381,4476,5,1000.0,Déclaration,580.0,0.58
37382,4476,6,1000.0,Déclaration,7716.0,7.716
37383,4476,7,1000.0,Déclaration,0.0,0.0
37391,4478,1,950.0,Déclaration,1314.0,1.3831578947368421
37392,4478,2,950.0,Déclaration,1823.0,1.9189473684210527
37393,4478,3,950.0,Déclaration,0.0,0.0
37394,4478,4,950.0,Déclaration,0.0,0.0
37395,4478,5,950.0,Déclaration,0.0,0.0
37396,4478,6,950.0,Déclaration,384.0,0.40421052631578946
37397,4478,7,950.0,Déclaration,0.0,0.0
37398,4479,1,1117.0,Déclaration,1148568.0,1028.2614145031334
37399,4479,2,1117.0,Déclaration,7711.0,6.903312444046553
37400,4479,3,1117.0,Déclaration,2393672.0,2142.947179946285
37401,4479,4,1117.0,Déclaration,0.0,0.0
37402,4479,5,1117.0,Déclaration,0.0,0.0
37403,4479,6,1117.0,Déclaration,16443.0,14.720680393912264
37420,4482,1,1289.0,Déclaration,1023.0,0.7936384794414275
37421,4482,2,1289.0,Déclaration,2083.0,1.6159813809154384
37422,4482,3,1289.0,Déclaration,0.0,0.0
37423,4482,4,1289.0,Déclaration,551.0,0.42746314972847166
37424,4482,5,1289.0,Déclaration,0.0,0.0
37425,4482,6,1289.0,Déclaration,643.0,0.49883630721489525
37426,4482,7,1289.0,Déclaration,0.0,0.0
37434,4487,1,3258.0,Déclaration,22460.5,6.893953345610804
37435,4487,2,3258.0,Déclaration,466.9,0.14330877839165132
37436,4487,3,3258.0,Déclaration,0.0,0.0
37437,4487,4,3258.0,Déclaration,18.0,0.0055248618784530384
37438,4487,5,3258.0,Déclaration,0.0,0.0
37439,4487,6,3258.0,Déclaration,5377.2,1.6504604051565377
37440,4487,7,3258.0,Déclaration,0.0,0.0
37462,4489,1,664.0,Déclaration,259.0,0.39006024096385544
37463,4489,2,664.0,Déclaration,36.0,0.05421686746987952
37464,4489,3,664.0,Déclaration,0.0,0.0
37465,4489,4,664.0,Déclaration,2.0,0.0030120481927710845
37466,4489,5,664.0,Déclaration,0.0,0.0
37467,4489,6,664.0,Déclaration,53.0,0.07981927710843373
37469,4489,8,664.0,Déclaration,88.0,0.13253012048192772
37470,4489,12,664.0,Déclaration,17.0,0.025602409638554216
37493,4491,1,2096.0,Déclaration,1533.0,0.7313931297709924
37494,4491,2,2096.0,Déclaration,2797.0,1.3344465648854962
37495,4491,3,2096.0,Déclaration,0.0,0.0
37496,4491,4,2096.0,Déclaration,7.0,0.0033396946564885495
37497,4491,5,2096.0,Déclaration,0.0,0.0
37498,4491,6,2096.0,Déclaration,1512.0,0.7213740458015268
37499,4491,7,2096.0,Déclaration,0.0,0.0
37558,4497,1,2364.0,Déclaration,11032.65,4.666941624365482
37559,4497,2,2364.0,Déclaration,0.0,0.0
37560,4497,3,2364.0,Déclaration,0.0,0.0
37561,4497,4,2364.0,Déclaration,1.08,0.0004568527918781726
37562,4497,5,2364.0,Déclaration,0.0,0.0
37563,4497,6,2364.0,Déclaration,4053.21,1.7145558375634518
37564,4497,7,2364.0,Déclaration,609.8,0.25795262267343483
37593,4500,1,1018.0,Déclaration,2827.91,2.7779076620825145
37594,4500,2,1018.0,Déclaration,386.8,0.3799607072691552
37595,4500,3,1018.0,Déclaration,0.0,0.0
37596,4500,4,1018.0,Déclaration,221.53,0.2176129666011788
37597,4500,5,1018.0,Déclaration,0.0,0.0
37598,4500,6,1018.0,Déclaration,253.05,0.24857563850687625
37600,4500,8,1018.0,Déclaration,718.32,0.7056188605108056
37922,4516,1,631.0,Déclaration,508.8,0.8063391442155309
37923,4516,2,631.0,Déclaration,0.0,0.0
37924,4516,3,631.0,Déclaration,0.0,0.0
37925,4516,4,631.0,Déclaration,572.0,0.9064976228209192
37926,4516,5,631.0,Déclaration,0.0,0.0
37927,4516,6,631.0,Déclaration,382.0,0.6053882725832013
37928,4516,7,631.0,Déclaration,0.0,0.0
38021,4520,1,862.0,Déclaration,945.0,1.0962877030162412
38022,4520,2,862.0,Déclaration,442.0,0.5127610208816705
38023,4520,3,862.0,Déclaration,0.0,0.0
38024,4520,4,862.0,Déclaration,0.0,0.0
38025,4520,5,862.0,Déclaration,0.0,0.0
38026,4520,6,862.0,Déclaration,360.0,0.4176334106728538
38027,4520,7,862.0,Déclaration,0.0,0.0
38028,4520,8,862.0,Déclaration,0.0,0.0
38029,4520,9,862.0,Déclaration,22091.0,25.627610208816705
38030,4520,10,862.0,Déclaration,0.0,0.0
38031,4520,11,862.0,Déclaration,972.0,1.1276102088167053
38032,4520,12,862.0,Déclaration,887.0,1.0290023201856149
38033,4520,13,862.0,Déclaration,22.0,0.025522041763341066
38034,4520,14,862.0,Déclaration,0.0,0.0
38035,4520,15,862.0,Déclaration,0.0,0.0
38036,4520,16,862.0,Déclaration,230.0,0.2668213457076566
38037,4520,17,862.0,Déclaration,2280.0,2.645011600928074
38038,4520,18,862.0,Déclaration,0.0,0.0
38039,4520,19,862.0,Déclaration,0.0,0.0
38040,4520,20,862.0,Déclaration,0.0,0.0
38041,4520,21,862.0,Déclaration,0.0,0.0
38042,4520,22,862.0,Déclaration,2178.0,2.5266821345707657
38043,4520,23,862.0,Déclaration,0.0,0.0
38103,4526,1,757.0,Déclaration,37876.774,50.035368560105674
38104,4526,2,757.0,Déclaration,1086.7901,1.4356540290620872
38105,4526,3,757.0,Déclaration,0.0,0.0
38106,4526,4,757.0,Déclaration,0.0,0.0
38107,4526,5,757.0,Déclaration,0.0,0.0
38108,4526,6,757.0,Déclaration,2080.05,2.7477542932628802
38109,4526,7,757.0,Déclaration,0.0,0.0
38184,4534,1,1000.0,Déclaration,5872.56,5.87256
38185,4534,2,1000.0,Déclaration,1762.0,1.762
38186,4534,3,1000.0,Déclaration,918524.26,918.52426
38187,4534,4,1000.0,Déclaration,0.0,0.0
38188,4534,5,1000.0,Déclaration,374195.57,374.19557000000003
38189,4534,6,1000.0,Déclaration,144215.0,144.215
38190,4534,7,1000.0,Déclaration,0.0,0.0
38267,4543,1,542.0,Déclaration,28836.7,53.20424354243543
38268,4543,2,542.0,Déclaration,161.0,0.29704797047970477
38269,4543,3,542.0,Déclaration,182.0,0.33579335793357934
38270,4543,4,542.0,Déclaration,68.0,0.12546125461254612
38271,4543,5,542.0,Déclaration,0.0,0.0
38272,4543,6,542.0,Déclaration,5456.0,10.066420664206642
38273,4543,7,542.0,Déclaration,0.0,0.0
38281,4544,1,2200.0,Déclaration,25634.0,11.651818181818182
38282,4544,2,2200.0,Déclaration,1227.0,0.5577272727272727
38283,4544,3,2200.0,Déclaration,0.0,0.0
38284,4544,4,2200.0,Déclaration,212.0,0.09636363636363636
38285,4544,5,2200.0,Déclaration,0.0,0.0
38286,4544,6,2200.0,Déclaration,1713.0,0.7786363636363637
38295,4545,1,7533.0,Déclaration,49850.0,6.617549449090668
38296,4545,2,7533.0,Déclaration,482.0,0.0639851320854905
38297,4545,3,7533.0,Déclaration,29302.1,3.889831408469401
38298,4545,4,7533.0,Déclaration,5188.0,0.6887030399575202
38299,4545,5,7533.0,Déclaration,0.0,0.0
38300,4545,6,7533.0,Déclaration,35115.0,4.661489446435683
38301,4545,7,7533.0,Déclaration,776.0,0.10301340767290589
38309,4546,1,598.0,Déclaration,58.0,0.09698996655518395
38310,4546,2,598.0,Déclaration,1518.0,2.5384615384615383
38311,4546,3,598.0,Déclaration,35.0,0.05852842809364549
38312,4546,4,598.0,Déclaration,0.0,0.0
38313,4546,5,598.0,Déclaration,0.0,0.0
38314,4546,6,598.0,Déclaration,43.0,0.07190635451505016
38323,4548,1,506.0,Déclaration,538.0,1.0632411067193677
38324,4548,2,506.0,Déclaration,58.0,0.11462450592885376
38325,4548,3,506.0,Déclaration,24.0,0.04743083003952569
38326,4548,4,506.0,Déclaration,0.0,0.0
38327,4548,5,506.0,Déclaration,0.0,0.0
38328,4548,6,506.0,Déclaration,635.0,1.2549407114624507
38329,4548,7,506.0,Déclaration,231.0,0.45652173913043476
38330,4548,8,506.0,Déclaration,146.0,0.2885375494071146
38331,4548,9,506.0,Déclaration,27184.0,53.723320158102766
38332,4548,10,506.0,Déclaration,66.0,0.13043478260869565
38333,4548,11,506.0,Déclaration,118.0,0.233201581027668
38334,4548,12,506.0,Déclaration,0.0,0.0
38335,4548,13,506.0,Déclaration,176.0,0.34782608695652173
38336,4548,14,506.0,Déclaration,0.0,0.0
38337,4548,15,506.0,Déclaration,0.0,0.0
38338,4548,16,506.0,Déclaration,34.0,0.06719367588932806
38339,4548,17,506.0,Déclaration,6549710.0,12944.09090909091
38340,4548,18,506.0,Déclaration,2658933.0,5254.808300395257
38341,4548,19,506.0,Déclaration,143278.0,283.15810276679844
38342,4548,20,506.0,Déclaration,0.0,0.0
